Company Name,Transaction Name URL,City,State,Country,Region,Organization_Industries,Organization_Name_URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency in USD,Announced Date
Fynite Corp.,https://www.crunchbase.com/funding_round/fynite-seed--87ca1a38,Schaumburg,Illinois,United States,North America,"Analytics, Artificial Intelligence (AI), Business Intelligence, Supply Chain Management",https://www.crunchbase.com/organization/fynite,Seed,1600000,USD,1600000,2/1/2024
VetVerifi,https://www.crunchbase.com/funding_round/vetverifi-pre-seed--6f90a35d,Nashville,Tennessee,United States,North America,Web Development,https://www.crunchbase.com/organization/vetverifi,Pre-Seed,1500000,USD,1500000,3/27/2024
Takenos,https://www.crunchbase.com/funding_round/takenos-seed--f7904a0c,Buenos Aires,Distrito Federal,Argentina,South America,"Blockchain, Cryptocurrency, Financial Services, Payments",https://www.crunchbase.com/organization/takenos,Seed,0,NULL,0,2/22/2024
Virmedex,https://www.crunchbase.com/funding_round/virmedex-pre-seed--6a10ec9c,Barcelona,Catalonia,Spain,Europe,"E-Learning, Software, Training",https://www.crunchbase.com/organization/virmedex,Pre-Seed,150000,EUR,162384,2/22/2024
WHIZ COMMERCE CLOUD,https://www.crunchbase.com/funding_round/whiz-commerce-cloud-pre-seed--ed73b229,Sofia,Grad Sofiya,Bulgaria,Europe,"Software, Web Development",https://www.crunchbase.com/organization/whiz-commerce-cloud,Pre-Seed,25000,EUR,26932,2/15/2024
365 Data Science,https://www.crunchbase.com/funding_round/365-data-science-seed--84ae0875,Sofia,Grad Sofiya,Bulgaria,Europe,"EdTech, Education",https://www.crunchbase.com/organization/365-data-science,Seed,400000,EUR,433024,2/22/2024
QuarkXR,https://www.crunchbase.com/funding_round/quarkxr-seed--04490bed,San Francisco,California,United States,North America,"Apps, Augmented Reality, Cloud Computing, Cloud Infrastructure, Software, Virtual Reality",https://www.crunchbase.com/organization/quarkxr,Seed,225000,EUR,243576,2/22/2024
Joltz rewards,https://www.crunchbase.com/funding_round/joltz-rewards-pre-seed--4b51c2b8,Glen Allen,Virginia,United States,North America,"Bitcoin, Information Technology",https://www.crunchbase.com/organization/joltz-rewards,Pre-Seed,0,NULL,0,2/22/2024
Deep Lake,https://www.crunchbase.com/funding_round/deep-lake-pre-seed--52cae64a,Morocco,Indiana,United States,North America,Bitcoin,https://www.crunchbase.com/organization/deep-lake,Pre-Seed,0,NULL,0,2/22/2024
Doinstruct,https://www.crunchbase.com/funding_round/doinstruct-seed--a0a261da,OsnabrÃ¼ck,Niedersachsen,Germany,Europe,"Consulting, E-Learning, Software",https://www.crunchbase.com/organization/doinstruct,Seed,0,NULL,0,2/22/2024
Muse Scene Lab,https://www.crunchbase.com/funding_round/muse-scene-lab-pre-seed--99ea6105,Madrid,Madrid,Spain,Europe,"EdTech, Music, Music Education",https://www.crunchbase.com/organization/muse-scene-lab,Pre-Seed,129500,EUR,140281,2/23/2024
Serverpod,https://www.crunchbase.com/funding_round/serverpod-pre-seed--394c8083,Stockholm,Stockholms Lan,Sweden,Europe,"Information Technology, Internet, Software",https://www.crunchbase.com/organization/serverpod,Pre-Seed,1700000,EUR,1841521,2/23/2024
Bestie Bite,https://www.crunchbase.com/funding_round/bestie-bite-pre-seed--b6a68097,Roma,Lazio,Italy,Europe,"Artificial Intelligence (AI), Food and Beverage, Marketing, Restaurants",https://www.crunchbase.com/organization/bestie-bite,Pre-Seed,120000,USD,120000,2/19/2024
SylloTips,https://www.crunchbase.com/funding_round/syllotips-pre-seed--38e2c70a,Rome,Lazio,Italy,Europe,"Artificial Intelligence (AI), B2B, Enterprise Software, Knowledge Management, Machine Learning, SaaS, Software",https://www.crunchbase.com/organization/syllotips,Pre-Seed,120000,USD,120000,2/19/2024
Impact AI,https://www.crunchbase.com/funding_round/impact-ai-pre-seed--3c4cb0a4,Linz,Oberosterreich,Austria,Europe,"Artificial Intelligence (AI), Cyber Security, Machine Learning, Software",https://www.crunchbase.com/organization/impact-ai,Pre-Seed,120000,USD,120000,2/19/2024
PeopleForce,https://www.crunchbase.com/funding_round/peopleforce-7fd5-seed--1d5d45cd,Worthing,West Sussex,United Kingdom,Europe,"Information Technology, SaaS, Software",https://www.crunchbase.com/organization/peopleforce-7fd5,Seed,2000000,USD,2000000,2/19/2024
SHION,https://www.crunchbase.com/funding_round/shion-pre-seed--d22d24d7,Vienna,Wien,Austria,Europe,"Audio, Hardware, Machine Learning, Media and Entertainment, Smart Home, Software",https://www.crunchbase.com/organization/shion,Pre-Seed,120000,USD,120000,2/19/2024
onedocs,https://www.crunchbase.com/funding_round/onedocs-seed--f9610a6b,Beyoglu,Istanbul,Turkey,Europe,"Document Management, Document Preparation, Legal Tech, SaaS",https://www.crunchbase.com/organization/onedocs,Seed,0,NULL,0,2/15/2024
2045 Studio,https://www.crunchbase.com/funding_round/2045-studio-seed--d2ea12aa,New York,New York,United States,North America,"Financial Services, Internet, Professional Services, Software, Training",https://www.crunchbase.com/organization/2045-studio,Seed,0,NULL,0,2/16/2024
Niteon,https://www.crunchbase.com/funding_round/niteonstore-pre-seed--933ece45,Boulder,Colorado,United States,North America,"Finance, Marketplace, Software, Supply Chain Management, Web3",https://www.crunchbase.com/organization/niteonstore,Pre-Seed,0,NULL,0,2/13/2024
Foresight,https://www.crunchbase.com/funding_round/foresight-3f73-seed--162c9e6b,Kansas City,Missouri,United States,North America,"Credit, Lending, SaaS",https://www.crunchbase.com/organization/foresight-3f73,Seed,0,NULL,0,2/6/2024
King of the Curve,https://www.crunchbase.com/funding_round/king-of-the-curve-seed--678f9858,St Louis,Missouri,United States,North America,EdTech,https://www.crunchbase.com/organization/king-of-the-curve,Seed,0,NULL,0,2/6/2024
AI.Fashion,https://www.crunchbase.com/funding_round/ai-fashion-seed--ee2df206,Los Angeles,California,United States,North America,"Artificial Intelligence (AI), Content Creators, Fashion",https://www.crunchbase.com/organization/ai-fashion,Seed,3600000,USD,3600000,2/7/2024
SimpleStudy,https://www.crunchbase.com/funding_round/simplestudy-ie-pre-seed--dc2a7700,Cork,Cork,Ireland,Europe,"EdTech, Education, Secondary Education",https://www.crunchbase.com/organization/simplestudy-ie,Pre-Seed,750000,EUR,808482,2/4/2024
OKY,https://www.crunchbase.com/funding_round/oky-seed--6bbea7c9,Miami,Florida,United States,North America,"E-Commerce, Embedded Systems, Financial Exchanges, Financial Services, FinTech, Gift Card, Marketplace, Mobile Payments, Payments",https://www.crunchbase.com/organization/oky,Seed,2000000,USD,2000000,1/31/2024
Codejet,https://www.crunchbase.com/funding_round/codejet-7bc6-pre-seed--3ce7904a,San Francisco,California,United States,North America,"Information Technology, Software, Web Design, Web Development",https://www.crunchbase.com/organization/codejet-7bc6,Pre-Seed,500000,USD,500000,1/30/2024
Storytailor,https://www.crunchbase.com/funding_round/pagemaster-pre-seed--7215006f,Overland Park,Kansas,United States,North America,"Artificial Intelligence (AI), Children, Online Portals, Publishing",https://www.crunchbase.com/organization/pagemaster,Pre-Seed,100000,USD,100000,2/21/2024
Tour Golf League,https://www.crunchbase.com/funding_round/tour-golf-league-pre-seed--7146e0ff,Omaha,Nebraska,United States,North America,"B2C, Events, Service Industry, Software",https://www.crunchbase.com/organization/tour-golf-league,Pre-Seed,100000,USD,100000,2/21/2024
Residua AI,https://www.crunchbase.com/funding_round/residua-ai-pre-seed--35995fd3,New York,New York,United States,North America,"Artificial Intelligence (AI), Generative AI, Machine Learning, Software",https://www.crunchbase.com/organization/residua-ai,Pre-Seed,1670000,USD,1670000,3/12/2024
Primary Record,https://www.crunchbase.com/funding_round/primary-record-seed--c162f8e0,Fishers,Indiana,United States,North America,"Apps, Mobile Apps",https://www.crunchbase.com/organization/primary-record,Seed,65000,USD,65000,2/22/2024
Octomind,https://www.crunchbase.com/funding_round/octomind-seed--3d32d4ff,Karlsruhe,Baden-Wurttemberg,Germany,Europe,"Artificial Intelligence (AI), Software, Web Apps, Web Development",https://www.crunchbase.com/organization/octomind,Seed,4500000,EUR,4874614,2/23/2024
Digital4better,https://www.crunchbase.com/funding_round/digital4better-seed--e3cbcaf4,Nantes,Pays de la Loire,France,Europe,"Consulting, Information Technology, Software",https://www.crunchbase.com/organization/digital4better,Seed,1300000,EUR,1408222,2/23/2024
Ouinex,https://www.crunchbase.com/funding_round/ouinex-seed--fde3dac7,Paris,Ile-de-France,France,Europe,"Blockchain, Cryptocurrency, Trading Platform",https://www.crunchbase.com/organization/ouinex,Seed,4000000,USD,4000000,2/21/2024
ShortLoop,https://www.crunchbase.com/funding_round/shortloop-8cc8-seed--4ea6f45d,Delaware City,Delaware,United States,North America,"Developer APIs, Developer Tools, Software",https://www.crunchbase.com/organization/shortloop-8cc8,Seed,2249998,USD,2249998,2/20/2024
Talsec,https://www.crunchbase.com/funding_round/talsec-seed--5f3831ea,Brno,Jihomoravsky kraj,Czech Republic,Europe,"Apps, Cyber Security, Finance, Mobile Apps, Network Security, Security",https://www.crunchbase.com/organization/talsec,Seed,1000000,EUR,1077290,2/15/2024
PLATMA,https://www.crunchbase.com/funding_round/platma-pre-seed--59c453b5,San Mateo,California,United States,North America,"Artificial Intelligence (AI), B2B, Enterprise Software, Information Technology, SaaS, Software, Web Development",https://www.crunchbase.com/organization/platma,Pre-Seed,0,NULL,0,2/16/2024
Secro,https://www.crunchbase.com/funding_round/secro-seed--e5def685,Wilmington,Delaware,United States,North America,"Business Development, Fraud Detection, SaaS, Supply Chain Management",https://www.crunchbase.com/organization/secro,Seed,0,NULL,0,2/15/2024
Spark,https://www.crunchbase.com/funding_round/spark-cf1e-pre-seed--85033143,London,England,United Kingdom,Europe,Software,https://www.crunchbase.com/organization/spark-cf1e,Pre-Seed,0,NULL,0,2/13/2024
Intentify,https://www.crunchbase.com/funding_round/intentify-9f43-pre-seed--6bb961a4,Cologne,Nordrhein-Westfalen,Germany,Europe,"Software, Web Development",https://www.crunchbase.com/organization/intentify-9f43,Pre-Seed,0,NULL,0,2/14/2024
Intraverse,https://www.crunchbase.com/funding_round/intraverse-pre-seed--d55cf655,Lugano,Ticino,Switzerland,Europe,"Blockchain, Computer, Cryptocurrency, Metaverse",https://www.crunchbase.com/organization/intraverse,Pre-Seed,0,NULL,0,2/13/2024
Aleet,https://www.crunchbase.com/funding_round/aleet-seed--0956590a,Lublin,Lubelskie,Poland,Europe,"Artificial Intelligence (AI), Logistics, Machine Learning, Transportation",https://www.crunchbase.com/organization/aleet,Seed,1200000,EUR,1285019,2/13/2024
Codicent,https://www.crunchbase.com/funding_round/codicent-pre-seed--21754839,Gothenburg,Vastra Gotaland,Sweden,Europe,"Artificial Intelligence (AI), Software, Web Development",https://www.crunchbase.com/organization/codicent,Pre-Seed,0,NULL,0,2/8/2024
Everbility,https://www.crunchbase.com/funding_round/everbility-pre-seed--aa99360b,Sydney,New South Wales,Australia,Oceania,"Artificial Intelligence (AI), Health Care",https://www.crunchbase.com/organization/everbility,Pre-Seed,0,NULL,0,2/8/2024
Keeyu,https://www.crunchbase.com/funding_round/keeyu-pre-seed--302e8fe3,Sydney,New South Wales,Australia,Oceania,Software,https://www.crunchbase.com/organization/keeyu,Pre-Seed,0,NULL,0,2/8/2024
Upstock,https://www.crunchbase.com/funding_round/upstock-seed--5ec577b5,San Francisco,California,United States,North America,"Financial Services, FinTech, Legal, Legal Tech, SaaS, Software",https://www.crunchbase.com/organization/upstock,Seed,3400000,USD,3400000,2/7/2024
Reveel,https://www.crunchbase.com/funding_round/reveel-7691-pre-seed--da5db2fc,Helsinki,Southern Finland,Finland,Europe,"Museums and Historical Sites, Product Design, Smart Cities, Software, Tour Operator, Tourism, Travel",https://www.crunchbase.com/organization/reveel-7691,Pre-Seed,650000,EUR,700405,2/7/2024
Veo,https://www.crunchbase.com/funding_round/veo-1960-seed--3e19b3c6,Manchester,Manchester,United Kingdom,Europe,"B2B, B2C, Enterprise Software, Fashion, Generative AI, Jewelry, Marketplace, Shopping, Software, Sustainability",https://www.crunchbase.com/organization/veo-1960,Seed,1400000,GBP,1784478,2/1/2024
Qualiti,https://www.crunchbase.com/funding_round/qualiti-seed--ec0a74f9,Salt Lake City,Utah,United States,North America,"Artificial Intelligence (AI), Information Technology, Software",https://www.crunchbase.com/organization/qualiti,Seed,2700000,USD,2700000,2/29/2024
Subskryb,https://www.crunchbase.com/funding_round/subskryb-pre-seed--1fee1a1b,Toronto,Ontario,Canada,North America,"Automotive, Mobile, Mobile Payments, Software",https://www.crunchbase.com/organization/subskryb,Pre-Seed,15000,CAD,11207,2/1/2024
Mineprism Inc.,https://www.crunchbase.com/funding_round/mineprism-pre-seed--64a12907,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Mineral, Mining Technology, Natural Resources, Precious Metals, SaaS",https://www.crunchbase.com/organization/mineprism,Pre-Seed,0,NULL,0,2/28/2024
Skill Struck,https://www.crunchbase.com/funding_round/skill-struck-seed--d3ed66de,Provo,Utah,United States,North America,"Children, E-Learning, Education",https://www.crunchbase.com/organization/skill-struck,Seed,1450000,USD,1450000,2/27/2024
Galileo AI,https://www.crunchbase.com/funding_round/galileo-ai-seed--82f68942,San Francisco,California,United States,North America,"Product Design, Software",https://www.crunchbase.com/organization/galileo-ai,Seed,4400000,USD,4400000,2/6/2024
CogniSenseAI,https://www.crunchbase.com/funding_round/cognisenseai-seed--48e93bdc,Modesto,California,United States,North America,"Artificial Intelligence (AI), Machine Learning, Software",https://www.crunchbase.com/organization/cognisenseai,Seed,2410000,USD,2410000,2/23/2024
MCÂ² Finance,https://www.crunchbase.com/funding_round/mcÂ²-finance-seed--01c39361,ZÃ¼rich,Zurich,Switzerland,Europe,"Asset Management, Cryptocurrency, Finance, FinTech, Trading Platform",https://www.crunchbase.com/organization/mcÂ²-finance,Seed,0,NULL,0,3/1/2024
Intros AI,https://www.crunchbase.com/funding_round/intros-fdff-seed--92b10949,New York,New York,United States,North America,"Artificial Intelligence (AI), Communications Infrastructure, Communities",https://www.crunchbase.com/organization/intros-fdff,Seed,0,NULL,0,2/22/2024
Bella,https://www.crunchbase.com/funding_round/bella-1a28-pre-seed--2adf8590,Sydney,New South Wales,Australia,Oceania,"Artificial Intelligence (AI), SaaS, Sales, Sales Automation, Sales Enablement, Software",https://www.crunchbase.com/organization/bella-1a28,Pre-Seed,0,NULL,0,2/22/2024
SubHub,https://www.crunchbase.com/funding_round/subhub-721b-pre-seed--f7b7dc9f,Austin,Texas,United States,North America,"Construction, Software",https://www.crunchbase.com/organization/subhub-721b,Pre-Seed,0,NULL,0,2/20/2024
Bonop.com,https://www.crunchbase.com/funding_round/bonop-com-seed--671f4519,Marbella,Andalucia,Spain,Europe,"Affiliate Marketing, Blockchain, Classifieds, Cryptocurrency, FinTech, Marketing, Online Auctions",https://www.crunchbase.com/organization/bonop-com,Seed,0,NULL,0,2/20/2024
Veritas Labs,https://www.crunchbase.com/funding_round/veritas-labs-seed--da060e16,San Francisco,California,United States,North America,"Enterprise Software, Health Care, Health Diagnostics, Medical, Software",https://www.crunchbase.com/organization/veritas-labs,Seed,5000000,USD,5000000,2/16/2024
CTO2B,https://www.crunchbase.com/funding_round/cto2b-pre-seed--85e8357e,Vilnius,Vilniaus Apskritis,Lithuania,Europe,Cloud Management,https://www.crunchbase.com/organization/cto2b,Pre-Seed,1000000,EUR,1095287,3/13/2024
Arini,https://www.crunchbase.com/funding_round/arini-pre-seed--e59dd3ba,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Dental, Software",https://www.crunchbase.com/organization/arini,Pre-Seed,500000,USD,500000,2/19/2024
Contember,https://www.crunchbase.com/funding_round/contember-pre-seed--4cb24270,Dublin,Dublin,Ireland,Europe,"Consulting, Information Services, Information Technology, Open Source",https://www.crunchbase.com/organization/contember,Pre-Seed,0,NULL,0,1/31/2024
MARVL,https://www.crunchbase.com/funding_round/marvl-pre-seed--249a4ec4,San Francisco,California,United States,North America,"Generative AI, Sales Automation, Sales Enablement",https://www.crunchbase.com/organization/marvl,Pre-Seed,0,NULL,0,2/12/2024
BenchmarkAI,https://www.crunchbase.com/funding_round/benchmarkai-seed--f97256c9,Fargo,North Dakota,United States,North America,"Artificial Intelligence (AI), Non Profit",https://www.crunchbase.com/organization/benchmarkai,Seed,1141000,USD,1141000,2/13/2024
Quoli,https://www.crunchbase.com/funding_round/quoli-fd52-pre-seed--297ff50a,Denver,Colorado,United States,North America,"Apps, E-Commerce, Fashion, Internet, Retail, Software",https://www.crunchbase.com/organization/quoli-fd52,Pre-Seed,50000,USD,50000,2/15/2024
Accumatic,https://www.crunchbase.com/funding_round/accumatic-seed--b38eaefd,Kirkland,Washington,United States,North America,"Automotive, Payments, Software",https://www.crunchbase.com/organization/accumatic,Seed,526442,USD,526442,2/15/2024
Agcurate,https://www.crunchbase.com/funding_round/agcurate-pre-seed--bbb78d9f,Arnhem,Gelderland,The Netherlands,Europe,"Agriculture, Artificial Intelligence (AI), Business Process Automation (BPA), Remote Sensing, SaaS",https://www.crunchbase.com/organization/agcurate,Pre-Seed,0,NULL,0,2/16/2024
Chalk,https://www.crunchbase.com/funding_round/chalk-ai-seed--b566b95f,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Big Data, Machine Learning, Productivity Tools, Software",https://www.crunchbase.com/organization/chalk-ai,Seed,338298,USD,338298,2/13/2024
FlowFi,https://www.crunchbase.com/funding_round/flowfi-seed--a30761b9,Santa Monica,California,United States,North America,"Accounting, Finance, Financial Services, SaaS",https://www.crunchbase.com/organization/flowfi,Seed,9000000,USD,9000000,2/13/2024
Veriom,https://www.crunchbase.com/funding_round/veriom-pre-seed--1ee72935,London,England,United Kingdom,Europe,"Information Technology, Software",https://www.crunchbase.com/organization/veriom,Pre-Seed,310000,GBP,391433,2/12/2024
Trident AI,https://www.crunchbase.com/funding_round/trident-ai-4fe3-pre-seed--afa91588,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Banking, Cyber Security, Financial Services, FinTech, Fraud Detection, Machine Learning",https://www.crunchbase.com/organization/trident-ai-4fe3,Pre-Seed,125000,USD,125000,2/4/2024
Jaia Robotics,https://www.crunchbase.com/funding_round/jaia-robotics-seed--8001428f,Newport,Rhode Island,United States,North America,"Autonomous Vehicles, Marine Technology, Robotics, Service Industry",https://www.crunchbase.com/organization/jaia-robotics,Seed,1179824,USD,1179824,2/1/2024
Vector,https://www.crunchbase.com/funding_round/vector-ae49-pre-seed--bffa3517,Boston,Massachusetts,United States,North America,"B2B, Software",https://www.crunchbase.com/organization/vector-ae49,Pre-Seed,0,NULL,0,2/5/2024
Croft,https://www.crunchbase.com/funding_round/croft-8688-seed--e39b7059,Indiana,Pennsylvania,United States,North America,"AgTech, SaaS, Software",https://www.crunchbase.com/organization/croft-8688,Seed,704000,USD,704000,2/9/2024
#://CNXT,https://www.crunchbase.com/funding_round/cnxt-pre-seed--cd7ad988,New York,New York,United States,North America,"Consumer Software, Enterprise Software, Finance, Financial Services, FinTech, Information Technology, Internet, Social Media, Software, Virtual Currency",https://www.crunchbase.com/organization/cnxt,Pre-Seed,0,NULL,0,2/7/2024
XponentL Data,https://www.crunchbase.com/funding_round/xponentl-data-seed--fb417b67,Philadelphia,Pennsylvania,United States,North America,"Analytics, Artificial Intelligence (AI), Infrastructure, Machine Learning",https://www.crunchbase.com/organization/xponentl-data,Seed,3500000,USD,3500000,2/6/2024
Mindflow,https://www.crunchbase.com/funding_round/mindflow-seed--71aff93f,Paris,Ile-de-France,France,Europe,"Cyber Security, DevOps, Information Technology, SaaS",https://www.crunchbase.com/organization/mindflow,Seed,5000000,EUR,5463287,3/12/2024
$://THeXDesK,https://www.crunchbase.com/funding_round/thexdesk-pre-seed--36a0ab59,Chicago,Illinois,United States,North America,"B2B, B2C, Big Data, Enterprise Software, Finance, Financial Exchanges, Financial Services, Innovation Management, Software, Virtual Currency",https://www.crunchbase.com/organization/thexdesk,Pre-Seed,0,NULL,0,2/7/2024
AgentAI,https://www.crunchbase.com/funding_round/agentai-seed--2adff40b,Los Angeles,California,United States,North America,"Artificial Intelligence (AI), Health Care, Information Technology",https://www.crunchbase.com/organization/agentai,Seed,1850000,USD,1850000,2/2/2024
Swap Labs,https://www.crunchbase.com/funding_round/swap-labs-seed--542a2741,Dover,Delaware,United States,North America,"Information Technology, SaaS, Software",https://www.crunchbase.com/organization/swap-labs,Seed,1600000,USD,1600000,2/6/2024
Banquet Health,https://www.crunchbase.com/funding_round/banquet-health-seed--5450b6ff,New York,New York,United States,North America,"Health Care, Nutrition, Software",https://www.crunchbase.com/organization/banquet-health,Seed,4499999,USD,4499999,2/2/2024
.dodocs,https://www.crunchbase.com/funding_round/dodocs-pre-seed--e20d79a4,Sheridan,Wyoming,United States,North America,"Big Data, Developer APIs, Developer Tools, SaaS, Software",https://www.crunchbase.com/organization/dodocs,Pre-Seed,0,NULL,0,3/31/2024
Umbrella Sports,https://www.crunchbase.com/funding_round/umbrella-sports-pre-seed--8ca2579a,Dallas,Texas,United States,North America,"Artificial Intelligence (AI), Data Integration, Golf, Machine Learning, Sports",https://www.crunchbase.com/organization/umbrella-sports,Pre-Seed,25000,USD,25000,2/9/2024
Ocular AI,https://www.crunchbase.com/funding_round/ocular-ai-pre-seed--2a4a7257,San Francisco,California,United States,North America,"Artificial Intelligence (AI), B2B, Cloud Infrastructure, Generative AI, Machine Learning, SaaS",https://www.crunchbase.com/organization/ocular-ai,Pre-Seed,500000,USD,500000,2/1/2024
Quintessent,https://www.crunchbase.com/funding_round/quintessent-seed--24ce4035,Santa Barbara,California,United States,North America,"Artificial Intelligence (AI), Information Technology, Laser, Machine Learning, Semiconductor",https://www.crunchbase.com/organization/quintessent,Seed,11500000,USD,11500000,3/14/2024
Anon,https://www.crunchbase.com/funding_round/anon-df99-seed--7f0be6c3,San Francisco,California,United States,North America,"Developer Platform, Generative AI, Identity Management, Software",https://www.crunchbase.com/organization/anon-df99,Seed,4500000,USD,4500000,4/24/2024
Recivu,https://www.crunchbase.com/funding_round/recivu-pre-seed--2ba47f5f,Firenze,Toscana,Italy,Europe,"Apps, FinTech, Mobile Apps, Retail Technology, SaaS",https://www.crunchbase.com/organization/recivu,Pre-Seed,60000,EUR,65054,1/28/2024
Aiden Automotive Technologies,https://www.crunchbase.com/funding_round/aiden-automotive-technologies-seed--d36b1834,San Ramon,California,United States,North America,"Android, Automotive, SaaS, Software",https://www.crunchbase.com/organization/aiden-automotive-technologies,Seed,0,NULL,0,1/31/2024
Propense.ai,https://www.crunchbase.com/funding_round/propense-ai-seed--29f7c84b,Miami,Florida,United States,North America,"Artificial Intelligence (AI), Predictive Analytics, SaaS, Software",https://www.crunchbase.com/organization/propense-ai,Seed,3000000,USD,3000000,3/6/2024
Take2 AI,https://www.crunchbase.com/funding_round/take2-ai-seed--43ee4da1,New York,New York,United States,North America,"Employment, Generative AI, Information Technology, Recruiting, SaaS, Training",https://www.crunchbase.com/organization/take2-ai,Seed,3000000,USD,3000000,4/16/2024
Ivo,https://www.crunchbase.com/funding_round/latch-2f35-seed--f9bf5c9e,Middletown,Delaware,United States,North America,"Artificial Intelligence (AI), Legal, Machine Learning",https://www.crunchbase.com/organization/latch-2f35,Seed,4800000,USD,4800000,4/4/2024
Video Chat A Pro,https://www.crunchbase.com/funding_round/video-chat-a-pro-pre-seed--97951330,Twin Lake,Michigan,United States,North America,Software,https://www.crunchbase.com/organization/video-chat-a-pro,Pre-Seed,0,NULL,0,2/10/2024
Efficient Computer,https://www.crunchbase.com/funding_round/efficientai-seed--b0caa490,Pittsburgh,Pennsylvania,United States,North America,"Computer, Embedded Software, Information Technology, Manufacturing, Semiconductor",https://www.crunchbase.com/organization/efficientai,Seed,16000000,USD,16000000,3/7/2024
Carom,https://www.crunchbase.com/funding_round/carom-36a5-pre-seed--6194b45a,Paris,Ile-de-France,France,Europe,"Information Technology, Mobile Apps, Social Network",https://www.crunchbase.com/organization/carom-36a5,Pre-Seed,333000,EUR,364419,3/8/2024
RAI,https://www.crunchbase.com/funding_round/rai-inc-florida-seed--9278e0ee,Orlando,Florida,United States,North America,"Augmented Reality, Blockchain, Cloud Computing, Computer Vision, Generative AI, Information Technology, Machine Learning, Metaverse, Natural Language Processing, Virtual Reality",https://www.crunchbase.com/organization/rai-inc-florida,Seed,3500000,USD,3500000,2/16/2024
Cloudoor,https://www.crunchbase.com/funding_round/cno-seed--20bd8f98,Los Angeles,California,United States,North America,"Enterprise Software, Information Technology, SaaS, Software",https://www.crunchbase.com/organization/cno,Seed,0,NULL,0,2/15/2024
Thunderbirds,https://www.crunchbase.com/funding_round/thunderbirds-me-inc-seed--fdf8c6e6,Orlando,Florida,United States,North America,"Artificial Intelligence (AI), Blockchain, Cloud Computing, Computer Vision, Generative AI, Human Computer Interaction, Information Technology, Machine Learning, Metaverse, Virtual Reality",https://www.crunchbase.com/organization/thunderbirds-me-inc,Seed,5500000,USD,5500000,2/13/2024
Quantex,https://www.crunchbase.com/funding_round/cryptiswap-seed--ffe481d9,San Francisco,California,United States,North America,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, Financial Exchanges, Financial Services, FinTech, Internet",https://www.crunchbase.com/organization/cryptiswap,Seed,150000,USD,150000,2/29/2024
Protoqual,https://www.crunchbase.com/funding_round/protoqual-learning-system-pre-seed--dcb456fe,Reno,Nevada,United States,North America,"E-Learning, EdTech, Education, Health Care, Medical",https://www.crunchbase.com/organization/protoqual-learning-system,Pre-Seed,100000,USD,100000,2/15/2024
Kamina,https://www.crunchbase.com/funding_round/kamina-3c77-pre-seed--cf04ffdb,Quito,Pichincha,Ecuador,South America,"EdTech, Financial Services, FinTech",https://www.crunchbase.com/organization/kamina-3c77,Pre-Seed,3200000,USD,3200000,3/1/2024
Coblrshop,https://www.crunchbase.com/funding_round/coblrshop-seed--dce3bda8,Boston,Massachusetts,United States,North America,"Fashion, Point of Sale, SaaS, Sustainability",https://www.crunchbase.com/organization/coblrshop,Seed,0,NULL,0,2/24/2024
Hauska,https://www.crunchbase.com/funding_round/hauska-pre-seed--15478182,Moab,Utah,United States,North America,"Architecture, Artificial Intelligence (AI), Home Improvement, Home Renovation, Interior Design, SaaS, Web3",https://www.crunchbase.com/organization/hauska,Pre-Seed,0,NULL,0,2/13/2024
NVolume,https://www.crunchbase.com/funding_round/nvolume-seed--85d5c56d,Edinburgh,Edinburgh,City of,United Kingdom,"Artificial Intelligence (AI), Blockchain, Cryptocurrency, FinTech, Generative AI, Machine Learning, SaaS, Web3",https://www.crunchbase.com/organization/nvolume,Seed,0,NULL,0,2/15/2024
MANSIO,https://www.crunchbase.com/funding_round/mansio-4efe-seed--f2387564,Aachen,Nordrhein-Westfalen,Germany,Europe,"IT Management, Logistics, SaaS, Software, Transportation",https://www.crunchbase.com/organization/mansio-4efe,Seed,0,NULL,0,2/19/2024
Trigma.AI,https://www.crunchbase.com/funding_round/trigma-ai-seed--5ac96e01,London,England,United Kingdom,Europe,"Artificial Intelligence (AI), Intelligent Systems, Machine Learning, Marketing Automation",https://www.crunchbase.com/organization/trigma-ai,Seed,0,NULL,0,3/1/2024
Trigma.AI,https://www.crunchbase.com/funding_round/trigma-ai-seed--fef651d8,London,England,United Kingdom,Europe,"Artificial Intelligence (AI), Intelligent Systems, Machine Learning, Marketing Automation",https://www.crunchbase.com/organization/trigma-ai,Seed,0,NULL,0,3/1/2024
BSGROUPCOMPANY LTD,https://www.crunchbase.com/funding_round/bsgroupcompany-ltd-seed--6b070474,City Of London,England,United Kingdom,Europe,"Courier Service, E-Commerce, Payments, Retail, Software, Transportation",https://www.crunchbase.com/organization/bsgroupcompany-ltd,Seed,0,NULL,0,2/20/2024
